precinct,simp_race,estimate,units
410050401,White alone,1495.6639989999999,People
410050402,American Indian and Alaska Native alone,33.374937,People
410050402,Asian alone,229.000244,People
410050402,Black or African American alone,0,People
410050402,Hispanic or Latinx,151.759257,People
410050402,Native Hawaiian and Other Pacific Islander alone,0.8277749999999999,People
410050402,Some other race alone,0,People
410050402,Two or more races:,184.393752,People
410050402,White alone,3770.252629,People
410050403,American Indian and Alaska Native alone,41.499206,People
410050403,Asian alone,26.664957,People
410050403,Black or African American alone,3.5000000000000005e-4,People
410050403,Hispanic or Latinx,372.852015,People
410050403,Native Hawaiian and Other Pacific Islander alone,12.561304999999999,People
410050403,Some other race alone,5.5e-5,People
410050403,Two or more races:,277.49850399999997,People
410050403,White alone,1700.668151,People
410050404,American Indian and Alaska Native alone,40.9077,People
410050404,Asian alone,28.686018999999998,People
410050404,Black or African American alone,4.571259,People
410050404,Hispanic or Latinx,235.187284,People
410050404,Native Hawaiian and Other Pacific Islander alone,1.24e-4,People
410050404,Some other race alone,0,People
410050404,Two or more races:,23.503908,People
410050404,White alone,1555.425803,People
410050405,American Indian and Alaska Native alone,28.946517999999998,People
410050405,Asian alone,29.94447,People
410050405,Black or African American alone,0,People
410050405,Hispanic or Latinx,57.82156,People
410050405,Native Hawaiian and Other Pacific Islander alone,4.05e-4,People
410050405,Some other race alone,0,People
410050405,Two or more races:,57.296534,People
410050405,White alone,1375.764556,People
410050406,American Indian and Alaska Native alone,11.907868,People
410050406,Asian alone,13.786275,People
410050406,Black or African American alone,0,People
410050406,Hispanic or Latinx,109.934622,People
410050406,Native Hawaiian and Other Pacific Islander alone,1.65e-4,People
410050406,Some other race alone,0,People
410050406,Two or more races:,123.36950599999999,People
410050406,White alone,1252.93321,People
410050410,American Indian and Alaska Native alone,0.148502,People
410050410,Asian alone,721.032453,People
410050410,Black or African American alone,13.444794,People
410050410,Hispanic or Latinx,404.288226,People
410050410,Native Hawaiian and Other Pacific Islander alone,10.201113,People
410050410,Some other race alone,0,People
410050410,Two or more races:,479.10816,People
410050410,White alone,4465.130136,People
410050411,American Indian and Alaska Native alone,67.77630900000001,People
410050411,Asian alone,1218.993729,People
410050411,Black or African American alone,45.632979999999996,People
410050411,Hispanic or Latinx,904.778999,People
410050411,Native Hawaiian and Other Pacific Islander alone,25.783358,People
410050411,Some other race alone,0,People
410050411,Two or more races:,1165.387076,People
410050411,White alone,7314.077891,People
410050412,American Indian and Alaska Native alone,22.568997,People
410050412,Asian alone,236.184087,People
410050412,Black or African American alone,40.087919,People
410050412,Hispanic or Latinx,459.34847199999996,People
410050412,Native Hawaiian and Other Pacific Islander alone,5.527092,People
410050412,Some other race alone,0,People
410050412,Two or more races:,111.792822,People
410050412,White alone,3710.1506859999995,People
410050413,American Indian and Alaska Native alone,76.999692,People
410050413,Asian alone,327.58713,People
410050413,Black or African American alone,270.181157,People
410050413,Hispanic or Latinx,861.517778,People
410050413,Native Hawaiian and Other Pacific Islander alone,0.261086,People
410050413,Some other race alone,0,People
410050413,Two or more races:,2014.385546,People
410050413,White alone,6225.9525060000005,People
410050414,American Indian and Alaska Native alone,124.470713,People
410050414,Asian alone,2690.404838,People
410050414,Black or African American alone,258.028224,People
410050414,Hispanic or Latinx,2295.377849,People
410050414,Native Hawaiian and Other Pacific Islander alone,30.478152,People
410050414,Some other race alone,0,People
410050414,Two or more races:,771.983816,People
410050414,White alone,18495.955838,People
410050415,American Indian and Alaska Native alone,0.057215999999999996,People
410050415,Asian alone,12159.836488,People
410050415,Black or African American alone,188.058064,People
410050415,Hispanic or Latinx,3818.93944,People
410050415,Native Hawaiian and Other Pacific Islander alone,245.9712,People
410050415,Some other race alone,0,People
410050415,Two or more races:,3982.0690720000002,People
410050415,White alone,37653.356608,People
410050416,American Indian and Alaska Native alone,0,People
410050416,Asian alone,3067.496074,People
410050416,Black or African American alone,119.49884399999999,People
410050416,Hispanic or Latinx,966.301268,People
410050416,Native Hawaiian and Other Pacific Islander alone,169.14659,People
410050416,Some other race alone,0,People
410050416,Two or more races:,1283.902516,People
410050416,White alone,9026.068514,People
410050417,American Indian and Alaska Native alone,0,People
410050417,Asian alone,5.856618,People
410050417,Black or African American alone,5.095157,People
410050417,Hispanic or Latinx,182.94513500000002,People
410050417,Native Hawaiian and Other Pacific Islander alone,0,People
410050417,Some other race alone,0,People
410050417,Two or more races:,33.324956,People
410050417,White alone,986.279526,People
410050418,American Indian and Alaska Native alone,261.506623,People
410050418,Asian alone,700.557441,People
410050418,Black or African American alone,324.083205,People
410050418,Hispanic or Latinx,509.740163,People
410050418,Native Hawaiian and Other Pacific Islander alone,0.464256,People
410050418,Some other race alone,6.72e-4,People
410050418,Two or more races:,2212.855108,People
410050418,White alone,7676.854449,People
410050419,American Indian and Alaska Native alone,9.029999999999999e-4,People
410050419,Asian alone,67.358499,People
410050419,Black or African American alone,15.032499999999999,People
410050419,Hispanic or Latinx,77.434296,People
410050419,Native Hawaiian and Other Pacific Islander alone,0.002451,People
410050419,Some other race alone,0,People
410050419,Two or more races:,163.769296,People
410050419,White alone,2312.050847,People
410050420,American Indian and Alaska Native alone,81.875371,People
410050420,Asian alone,876.447032,People
410050420,Black or African American alone,839.834395,People
410050420,Hispanic or Latinx,10233.51968,People
410050420,Native Hawaiian and Other Pacific Islander alone,142.756406,People
410050420,Some other race alone,0.252998,People
410050420,Two or more races:,4154.840678,People
410050420,White alone,46082.312824,People
410050421,American Indian and Alaska Native alone,0.720407,People
410050421,Asian alone,28.414135,People
410050421,Black or African American alone,38.886367,People
410050421,Hispanic or Latinx,252.682292,People
410050421,Native Hawaiian and Other Pacific Islander alone,8.550000000000001e-4,People
410050421,Some other race alone,0,People
410050421,Two or more races:,173.15130399999998,People
410050421,White alone,2374.7678560000004,People
410050422,American Indian and Alaska Native alone,21.351637999999998,People
410050422,Asian alone,98.408139,People
410050422,Black or African American alone,16.478107,People
410050422,Hispanic or Latinx,404.276142,People
410050422,Native Hawaiian and Other Pacific Islander alone,1.02e-4,People
410050422,Some other race alone,0,People
410050422,Two or more races:,134.51975,People
410050422,White alone,1384.942332,People
410050423,American Indian and Alaska Native alone,0,People
410050423,Asian alone,183.72256599999997,People
410050423,Black or African American alone,0.10408200000000001,People
410050423,Hispanic or Latinx,219.336897,People
410050423,Native Hawaiian and Other Pacific Islander alone,0.073953,People
410050423,Some other race alone,0,People
410050423,Two or more races:,168.914826,People
410050423,White alone,1185.4177419999999,People
410050500,American Indian and Alaska Native alone,19.171694000000002,People
410050500,Asian alone,21.590398,People
410050500,Black or African American alone,0.202754,People
410050500,Hispanic or Latinx,137.50253899999998,People
410050500,Native Hawaiian and Other Pacific Islander alone,8.155316,People
410050500,Some other race alone,7.24737,People
410050500,Two or more races:,99.36790199999999,People
410050500,White alone,2168.7719230000002,People
410050501,American Indian and Alaska Native alone,0.783342,People
410050501,Asian alone,20.634714,People
410050501,Black or African American alone,18.331409999999998,People
410050501,Hispanic or Latinx,213.560697,People
410050501,Native Hawaiian and Other Pacific Islander alone,3.3798959999999996,People
410050501,Some other race alone,0.05268,People
410050501,Two or more races:,59.544296,People
410050501,White alone,1168.208557,People
410050502,American Indian and Alaska Native alone,8.825419,People
410050502,Asian alone,18.855916,People
410050502,Black or African American alone,28.454859,People
410050502,Hispanic or Latinx,383.549832,People
410050502,Native Hawaiian and Other Pacific Islander alone,4.89e-4,People
410050502,Some other race alone,9.618504,People
410050502,Two or more races:,149.084948,People
410050502,White alone,1973.083973,People
410050503,American Indian and Alaska Native alone,14.560240000000002,People
410050503,Asian alone,63.362175,People
410050503,Black or African American alone,18.308464,People
410050503,Hispanic or Latinx,69.286801,People
410050503,Native Hawaiian and Other Pacific Islander alone,2.5523670000000003,People
