precinct,education,estimate,units
410670399,Associate's degree,167.844397,People
410670399,Bachelor's degree,927.4936150000001,People
410670399,Graduate or professional degree,586.267557,People
410670399,High school graduate (includes equivalency),817.360712,People
410670399,Less than 9th grade,25.157493,People
410670399,"Some college, no degree",784.904891,People
410670400,"9th to 12th grade, no diploma",50.896367999999995,People
410670400,Associate's degree,102.565539,People
410670400,Bachelor's degree,311.89059,People
410670400,Graduate or professional degree,137.731609,People
410670400,High school graduate (includes equivalency),290.474659,People
410670400,Less than 9th grade,17.744808,People
410670400,"Some college, no degree",303.91596500000003,People
410670401,"9th to 12th grade, no diploma",23.250884000000003,People
410670401,Associate's degree,73.41932600000001,People
410670401,Bachelor's degree,405.07122400000003,People
410670401,Graduate or professional degree,211.75791000000004,People
410670401,High school graduate (includes equivalency),150.885824,People
410670401,Less than 9th grade,2.7385260000000002,People
410670401,"Some college, no degree",252.33355000000003,People
410670402,"9th to 12th grade, no diploma",85.218113,People
410670402,Associate's degree,168.432902,People
410670402,Bachelor's degree,722.210116,People
410670402,Graduate or professional degree,379.117519,People
410670402,High school graduate (includes equivalency),344.52858,People
410670402,Less than 9th grade,14.018991999999999,People
410670402,"Some college, no degree",467.755981,People
410670403,"9th to 12th grade, no diploma",47.181821,People
410670403,Associate's degree,148.270677,People
410670403,Bachelor's degree,658.494456,People
410670403,Graduate or professional degree,414.065751,People
410670403,High school graduate (includes equivalency),168.578767,People
410670403,Less than 9th grade,38.242003,People
410670403,"Some college, no degree",245.94493899999998,People
410670404,"9th to 12th grade, no diploma",44.902023,People
410670404,Associate's degree,111.175556,People
410670404,Bachelor's degree,289.63345400000003,People
410670404,Graduate or professional degree,125.712906,People
410670404,High school graduate (includes equivalency),182.72340300000002,People
410670404,Less than 9th grade,26.012446,People
410670404,"Some college, no degree",261.867791,People
410670405,"9th to 12th grade, no diploma",66.127036,People
410670405,Associate's degree,108.936195,People
410670405,Bachelor's degree,363.708823,People
410670405,Graduate or professional degree,238.836826,People
410670405,High school graduate (includes equivalency),255.07988999999998,People
410670405,Less than 9th grade,18.426581,People
410670405,"Some college, no degree",298.36975,People
410670406,"9th to 12th grade, no diploma",41.830549999999995,People
410670406,Associate's degree,232.083832,People
410670406,Bachelor's degree,741.224457,People
410670406,Graduate or professional degree,423.37156400000003,People
410670406,High school graduate (includes equivalency),273.434809,People
410670406,Less than 9th grade,26.82712,People
410670406,"Some college, no degree",567.227348,People
410670407,"9th to 12th grade, no diploma",56.812144,People
410670407,Associate's degree,139.7635,People
410670407,Bachelor's degree,688.874217,People
410670407,Graduate or professional degree,525.7287709999999,People
410670407,High school graduate (includes equivalency),180.112637,People
410670407,Less than 9th grade,9.904301,People
410670407,"Some college, no degree",390.43302100000005,People
410670408,"9th to 12th grade, no diploma",36.182016000000004,People
410670408,Associate's degree,451.09096200000005,People
410670408,Bachelor's degree,692.809043,People
410670408,Graduate or professional degree,420.83321,People
410670408,High school graduate (includes equivalency),480.486717,People
410670408,Less than 9th grade,64.045464,People
410670408,"Some college, no degree",778.527011,People
410670409,"9th to 12th grade, no diploma",59.941763,People
410670409,Associate's degree,159.273016,People
410670409,Bachelor's degree,548.8567800000001,People
410670409,Graduate or professional degree,217.066347,People
410670409,High school graduate (includes equivalency),312.842412,People
410670409,Less than 9th grade,38.125214,People
410670409,"Some college, no degree",464.221741,People
410670410,"9th to 12th grade, no diploma",99.82975400000001,People
410670410,Associate's degree,490.83351500000003,People
410670410,Bachelor's degree,1491.342204,People
410670410,Graduate or professional degree,942.6229320000001,People
410670410,High school graduate (includes equivalency),653.7451530000001,People
410670410,Less than 9th grade,64.413628,People
410670410,"Some college, no degree",1214.850361,People
410670411,"9th to 12th grade, no diploma",158.81759499999998,People
410670411,Associate's degree,585.2327369999999,People
410670411,Bachelor's degree,3331.534398,People
410670411,Graduate or professional degree,2064.116277,People
410670411,High school graduate (includes equivalency),1215.599861,People
410670411,Less than 9th grade,109.1493,People
410670411,"Some college, no degree",2056.597984,People
410670412,"9th to 12th grade, no diploma",24.525049,People
410670412,Associate's degree,166.083899,People
410670412,Bachelor's degree,622.09634,People
410670412,Graduate or professional degree,404.508778,People
410670412,High school graduate (includes equivalency),348.874847,People
410670412,Less than 9th grade,6.788081999999999,People
410670412,"Some college, no degree",403.27141399999994,People
410670413,"9th to 12th grade, no diploma",52.982271,People
410670413,Associate's degree,214.508443,People
410670413,Bachelor's degree,567.501167,People
410670413,Graduate or professional degree,247.654154,People
410670413,High school graduate (includes equivalency),397.937705,People
410670413,Less than 9th grade,30.942196,People
410670413,"Some college, no degree",542.3050929999999,People
410670414,"9th to 12th grade, no diploma",1034.516535,People
410670414,Associate's degree,2207.6449079999998,People
410670414,Bachelor's degree,15748.99601,People
410670414,Graduate or professional degree,9085.207182,People
410670414,High school graduate (includes equivalency),6510.792818,People
410670414,Less than 9th grade,291.822891,People
410670414,"Some college, no degree",9107.07217,People
410670415,"9th to 12th grade, no diploma",47.604476999999996,People
410670415,Associate's degree,125.795565,People
410670415,Bachelor's degree,411.51910399999997,People
410670415,Graduate or professional degree,311.38124,People
410670415,High school graduate (includes equivalency),308.51613199999997,People
410670415,Less than 9th grade,4.5756879999999995,People
410670415,"Some college, no degree",432.586781,People
410670416,"9th to 12th grade, no diploma",149.862746,People
410670416,Associate's degree,339.755744,People
410670416,Bachelor's degree,1428.416396,People
410670416,Graduate or professional degree,1040.648606,People
410670416,High school graduate (includes equivalency),400.914313,People
410670416,Less than 9th grade,78.67246399999999,People
410670416,"Some college, no degree",727.4708109999999,People
410670417,"9th to 12th grade, no diploma",185.24251,People
410670417,Associate's degree,422.516915,People
410670417,Bachelor's degree,1000.220955,People
410670417,Graduate or professional degree,365.054687,People
410670417,High school graduate (includes equivalency),917.9224350000001,People
410670417,Less than 9th grade,116.20678099999999,People
410670417,"Some college, no degree",1684.941644,People
410670418,"9th to 12th grade, no diploma",122.806943,People
410670418,Associate's degree,449.289518,People
410670418,Bachelor's degree,1694.149384,People
410670418,Graduate or professional degree,987.269777,People
410670418,High school graduate (includes equivalency),883.651105,People
410670418,Less than 9th grade,48.541987,People
410670418,"Some college, no degree",1054.282773,People
410670419,"9th to 12th grade, no diploma",10.523465,People
410670419,Associate's degree,52.781922,People
410670419,Bachelor's degree,174.304929,People
410670419,Graduate or professional degree,151.728359,People
410670419,High school graduate (includes equivalency),149.664072,People
410670419,Less than 9th grade,1.570635,People
410670419,"Some college, no degree",196.60252500000001,People
410670420,"9th to 12th grade, no diploma",30.959972,People
410670420,Associate's degree,129.076342,People
410670420,Bachelor's degree,337.980706,People
410670420,Graduate or professional degree,155.153398,People
410670420,High school graduate (includes equivalency),197.508433,People
410670420,Less than 9th grade,7.882397,People
410670420,"Some college, no degree",307.22704699999997,People
410670421,"9th to 12th grade, no diploma",95.124456,People
410670421,Associate's degree,256.134596,People
410670421,Bachelor's degree,1530.366184,People
410670421,Graduate or professional degree,881.464064,People
410670421,High school graduate (includes equivalency),616.90485,People
410670421,Less than 9th grade,36.543824,People
410670421,"Some college, no degree",819.070872,People
410670422,"9th to 12th grade, no diploma",625.945837,People
410670422,Associate's degree,296.536079,People
410670422,Bachelor's degree,461.509822,People
410670422,Graduate or professional degree,191.57178,People
410670422,High school graduate (includes equivalency),1391.2652659999999,People
410670422,Less than 9th grade,314.335258,People
410670422,"Some college, no degree",1924.2774,People
410670423,"9th to 12th grade, no diploma",53.94451,People
410670423,Associate's degree,79.078313,People
410670423,Bachelor's degree,213.915056,People
410670423,Graduate or professional degree,110.02967699999999,People
410670423,High school graduate (includes equivalency),182.9016,People
410670423,Less than 9th grade,19.331875,People
410670423,"Some college, no degree",316.315012,People
410670424,"9th to 12th grade, no diploma",87.23845299999999,People
410670424,Associate's degree,244.57517399999998,People
410670424,Bachelor's degree,554.604545,People
410670424,Graduate or professional degree,355.724819,People
410670424,High school graduate (includes equivalency),424.124685,People
410670424,Less than 9th grade,14.795761,People
410670424,"Some college, no degree",586.163889,People
410670425,"9th to 12th grade, no diploma",494.224578,People
410670425,Associate's degree,1262.359015,People
410670425,Bachelor's degree,4055.169466,People
410670425,Graduate or professional degree,2094.559165,People
410670425,High school graduate (includes equivalency),2641.2366070000003,People
410670425,Less than 9th grade,144.292032,People
410670425,"Some college, no degree",3529.039107,People
410670426,"9th to 12th grade, no diploma",174.283613,People
410670426,Associate's degree,284.184261,People
410670426,Bachelor's degree,888.8401190000001,People
410670426,Graduate or professional degree,477.009304,People
410670426,High school graduate (includes equivalency),966.428112,People
410670426,Less than 9th grade,55.054409,People
410670426,"Some college, no degree",813.725376,People
410670427,"9th to 12th grade, no diploma",130.026184,People
410670427,Associate's degree,238.09399,People
410670427,Bachelor's degree,2728.987142,People
410670427,Graduate or professional degree,1731.9057699999998,People
410670427,High school graduate (includes equivalency),1009.030516,People
410670427,Less than 9th grade,48.995931999999996,People
410670427,"Some college, no degree",1617.94117,People
410670428,"9th to 12th grade, no diploma",206.62749100000002,People
410670428,Associate's degree,425.924718,People
410670428,Bachelor's degree,995.912132,People
410670428,Graduate or professional degree,423.75444,People
410670428,High school graduate (includes equivalency),1014.295176,People
410670428,Less than 9th grade,73.045214,People
410670428,"Some college, no degree",1798.075995,People
410670429,"9th to 12th grade, no diploma",91.653704,People
410670429,Associate's degree,287.463721,People
410670429,Bachelor's degree,656.331112,People
410670429,Graduate or professional degree,276.183872,People
410670429,High school graduate (includes equivalency),362.495542,People
410670429,Less than 9th grade,62.390123,People
410670429,"Some college, no degree",570.509989,People
410670430,"9th to 12th grade, no diploma",58.698871000000004,People
410670430,Associate's degree,137.406703,People
410670430,Bachelor's degree,263.792591,People
410670430,Graduate or professional degree,153.876362,People
410670430,High school graduate (includes equivalency),219.44072300000002,People
410670430,Less than 9th grade,5.90742,People
410670430,"Some college, no degree",256.849176,People
410670431,"9th to 12th grade, no diploma",50.687591,People
410670431,Associate's degree,200.528341,People
410670431,Bachelor's degree,452.61754,People
410670431,Graduate or professional degree,244.172648,People
410670431,High school graduate (includes equivalency),216.23495300000002,People
410670431,Less than 9th grade,2.814784,People
410670431,"Some college, no degree",364.673002,People
410670432,"9th to 12th grade, no diploma",379.826523,People
410670432,Associate's degree,595.77183,People
410670432,Bachelor's degree,742.258402,People
410670432,Graduate or professional degree,198.18159000000003,People
410670432,High school graduate (includes equivalency),1561.107688,People
410670432,Less than 9th grade,185.856159,People
410670432,"Some college, no degree",1457.450936,People
410670433,"9th to 12th grade, no diploma",39.277656,People
410670433,Associate's degree,131.884941,People
410670433,Bachelor's degree,263.302618,People
410670433,Graduate or professional degree,134.08616600000002,People
410670433,High school graduate (includes equivalency),196.58502800000002,People
410670433,Less than 9th grade,21.967135000000003,People
410670433,"Some college, no degree",301.736267,People
410670434,"9th to 12th grade, no diploma",34.674448,People
410670434,Associate's degree,153.065325,People
410670434,Bachelor's degree,418.22546800000003,People
410670434,Graduate or professional degree,200.53741499999998,People
410670434,High school graduate (includes equivalency),272.893203,People
410670434,Less than 9th grade,12.021446000000001,People
410670434,"Some college, no degree",309.481958,People
410670435,"9th to 12th grade, no diploma",63.294774,People
410670435,Associate's degree,101.312609,People
410670435,Bachelor's degree,467.783647,People
410670435,Graduate or professional degree,232.619535,People
410670435,High school graduate (includes equivalency),297.351297,People
410670435,Less than 9th grade,16.579388,People
410670435,"Some college, no degree",416.247457,People
410670436,"9th to 12th grade, no diploma",76.441846,People
410670436,Associate's degree,106.380227,People
410670436,Bachelor's degree,404.688737,People
410670436,Graduate or professional degree,179.966692,People
410670436,High school graduate (includes equivalency),218.51532,People
410670436,Less than 9th grade,9.955455,People
410670436,"Some college, no degree",333.42212,People
410670437,"9th to 12th grade, no diploma",708.792384,People
410670437,Associate's degree,1053.233052,People
410670437,Bachelor's degree,2598.245873,People
410670437,Graduate or professional degree,1149.792433,People
410670437,High school graduate (includes equivalency),2428.8360159999997,People
410670437,Less than 9th grade,171.27739,People
410670437,"Some college, no degree",4252.223004,People
410670438,"9th to 12th grade, no diploma",592.6020669999999,People
410670438,Associate's degree,1204.30991,People
410670438,Bachelor's degree,3461.250436,People
410670438,Graduate or professional degree,1599.725304,People
410670438,High school graduate (includes equivalency),2775.787186,People
410670438,Less than 9th grade,209.861243,People
410670438,"Some college, no degree",3224.349021,People
410670439,"9th to 12th grade, no diploma",45.365597,People
410670439,Associate's degree,106.66944000000001,People
410670439,Bachelor's degree,374.91211400000003,People
410670439,Graduate or professional degree,342.91663800000003,People
410670439,High school graduate (includes equivalency),231.669698,People
410670439,Less than 9th grade,16.356903000000003,People
410670439,"Some college, no degree",333.94740700000006,People
410670440,"9th to 12th grade, no diploma",189.038103,People
410670440,Associate's degree,277.466174,People
410670440,Bachelor's degree,900.2147520000001,People
410670440,Graduate or professional degree,471.961517,People
410670440,High school graduate (includes equivalency),1070.540013,People
410670440,Less than 9th grade,53.657585000000005,People
410670440,"Some college, no degree",847.8952770000001,People
410670441,"9th to 12th grade, no diploma",19.0047,People
410670441,Associate's degree,98.9947,People
410670441,Bachelor's degree,729.9916000000001,People
410670441,Graduate or professional degree,380.9948,People
410670441,High school graduate (includes equivalency),571.964,People
410670441,Less than 9th grade,3.9996,People
410670441,"Some college, no degree",528.9909,People
410670442,"9th to 12th grade, no diploma",76.010605,People
410670442,Associate's degree,360.97071,People
410670442,Bachelor's degree,1100.708615,People
410670442,Graduate or professional degree,554.90607,People
410670442,High school graduate (includes equivalency),473.01717,People
410670442,Less than 9th grade,10.001515,People
410670442,"Some college, no degree",800.94647,People
410670443,"9th to 12th grade, no diploma",128,People
410670443,Associate's degree,329,People
410670443,Bachelor's degree,517,People
410670443,Graduate or professional degree,155,People
410670443,High school graduate (includes equivalency),488,People
410670443,Less than 9th grade,19,People
410670443,"Some college, no degree",675,People
410710001,"9th to 12th grade, no diploma",58.441323,People
410710001,Associate's degree,98.303377,People
410710001,Bachelor's degree,599.42165,People
410710001,Graduate or professional degree,387.063415,People
410710001,High school graduate (includes equivalency),394.741136,People
410710001,Less than 9th grade,38.223857,People
410710001,"Some college, no degree",765.138377,People
410710002,"9th to 12th grade, no diploma",104.253387,People
410710002,Associate's degree,138.28656900000001,People
410710002,Bachelor's degree,351.22997300000003,People
410710002,Graduate or professional degree,160.221168,People
410710002,High school graduate (includes equivalency),455.954729,People
410710002,Less than 9th grade,12.645994,People
410710002,"Some college, no degree",543.435668,People
410710003,"9th to 12th grade, no diploma",73.944556,People
410710003,Associate's degree,147.870303,People
410710003,Bachelor's degree,421.807055,People
410710003,Graduate or professional degree,225.62776499999998,People
410710003,High school graduate (includes equivalency),416.73934399999996,People
410710003,Less than 9th grade,18.537316,People
410710003,"Some college, no degree",516.316459,People
410710004,"9th to 12th grade, no diploma",61.445303,People
410710004,Associate's degree,144.713675,People
410710004,Bachelor's degree,433.587292,People
410710004,Graduate or professional degree,212.89083300000001,People
410710004,High school graduate (includes equivalency),301.48300600000005,People
410710004,Less than 9th grade,12.276793000000001,People
410710004,"Some college, no degree",806.542346,People
410710007,"9th to 12th grade, no diploma",95.296824,People
410710007,Associate's degree,145.032451,People
410710007,Bachelor's degree,251.965291,People
410710007,Graduate or professional degree,99.422417,People
410710007,High school graduate (includes equivalency),394.263635,People
410710007,Less than 9th grade,39.255267,People
410710007,"Some college, no degree",416.921572,People
410710009,"9th to 12th grade, no diploma",46.919435,People
410710009,Associate's degree,96.32442499999999,People
410710009,Bachelor's degree,214.210447,People
410710009,Graduate or professional degree,149.68455,People
410710009,High school graduate (includes equivalency),187.19083799999999,People
410710009,Less than 9th grade,5.372319,People
410710009,"Some college, no degree",221.079979,People
410710010,"9th to 12th grade, no diploma",88.94772400000001,People
410710010,Associate's degree,144.736253,People
410710010,Bachelor's degree,273.165125,People
410710010,Graduate or professional degree,92.899592,People
410710010,High school graduate (includes equivalency),383.582214,People
410710010,Less than 9th grade,18.754571,People
410710010,"Some college, no degree",415.221923,People
410710012,"9th to 12th grade, no diploma",87.34585,People
410710012,Associate's degree,130.214951,People
410710012,Bachelor's degree,212.891202,People
410710012,Graduate or professional degree,123.131244,People
410710012,High school graduate (includes equivalency),423.987069,People
410710012,Less than 9th grade,13.115154000000002,People
410710012,"Some college, no degree",406.01849500000003,People
410710013,"9th to 12th grade, no diploma",106.145218,People
410710013,Associate's degree,115.96887000000001,People
410710013,Bachelor's degree,208.594845,People
410710013,Graduate or professional degree,71.086173,People
410710013,High school graduate (includes equivalency),327.425306,People
410710013,Less than 9th grade,7.939569,People
410710013,"Some college, no degree",244.347982,People
410710014,"9th to 12th grade, no diploma",140.738369,People
410710014,Associate's degree,130.037915,People
410710014,Bachelor's degree,319.914969,People
410710014,Graduate or professional degree,219.70257599999997,People
410710014,High school graduate (includes equivalency),375.37556,People
410710014,Less than 9th grade,16.964808,People
410710014,"Some college, no degree",745.660125,People
410710015,"9th to 12th grade, no diploma",110.50695700000001,People
410710015,Associate's degree,145.998965,People
410710015,Bachelor's degree,121.72714300000001,People
410710015,Graduate or professional degree,100.78934500000001,People
410710015,High school graduate (includes equivalency),275.806875,People
410710015,Less than 9th grade,54.828411,People
410710015,"Some college, no degree",552.693812,People
410710016,"9th to 12th grade, no diploma",104.281147,People
410710016,Associate's degree,239.65036600000002,People
410710016,Bachelor's degree,257.562527,People
410710016,Graduate or professional degree,208.454426,People
410710016,High school graduate (includes equivalency),487.896247,People
410710016,Less than 9th grade,35.852713,People
410710016,"Some college, no degree",507.252624,People
410710017,"9th to 12th grade, no diploma",63.17208600000001,People
410710017,Associate's degree,151.972151,People
410710017,Bachelor's degree,288.017827,People
410710017,Graduate or professional degree,187.56403600000002,People
410710017,High school graduate (includes equivalency),259.750888,People
410710017,Less than 9th grade,22.069136999999998,People
410710017,"Some college, no degree",379.393343,People
410710018,"9th to 12th grade, no diploma",133.774928,People
410710018,Associate's degree,218.646263,People
410710018,Bachelor's degree,510.070363,People
410710018,Graduate or professional degree,361.701053,People
410710018,High school graduate (includes equivalency),578.836936,People
410710018,Less than 9th grade,75.770381,People
410710018,"Some college, no degree",702.361202,People
410710019,"9th to 12th grade, no diploma",102.000598,People
410710019,Associate's degree,79.694038,People
410710019,Bachelor's degree,134.054917,People
410710019,Graduate or professional degree,43.674691,People
410710019,High school graduate (includes equivalency),277.747369,People
410710019,Less than 9th grade,29.134707000000002,People
410710019,"Some college, no degree",237.114064,People
410710020,"9th to 12th grade, no diploma",47.493,People
410710020,Associate's degree,97.675344,People
410710020,Bachelor's degree,251.11460499999998,People
410710020,Graduate or professional degree,160.24990200000002,People
410710020,High school graduate (includes equivalency),269.198535,People
410710020,Less than 9th grade,18.902992,People
410710020,"Some college, no degree",323.250902,People
410710021,"9th to 12th grade, no diploma",91.163672,People
410710021,Associate's degree,152.998828,People
410710021,Bachelor's degree,236.26461600000002,People
410710021,Graduate or professional degree,51.156774,People
410710021,High school graduate (includes equivalency),353.161454,People
410710021,Less than 9th grade,16.281601000000002,People
410710021,"Some college, no degree",328.59906900000004,People
410710022,"9th to 12th grade, no diploma",94.36671700000001,People
410710022,Associate's degree,300.83613,People
410710022,Bachelor's degree,374.017408,People
410710022,Graduate or professional degree,269.41884,People
410710022,High school graduate (includes equivalency),538.341106,People
410710022,Less than 9th grade,15.111913000000001,People
410710022,"Some college, no degree",629.253854,People
410710026,"9th to 12th grade, no diploma",123.936314,People
410710026,Associate's degree,114.371456,People
410710026,Bachelor's degree,89.867973,People
410710026,Graduate or professional degree,24.192736,People
410710026,High school graduate (includes equivalency),421.48731499999997,People
410710026,Less than 9th grade,7.3476,People
410710026,"Some college, no degree",297.706234,People
410710027,"9th to 12th grade, no diploma",81.630292,People
410710027,Associate's degree,131.16832200000002,People
410710027,Bachelor's degree,83.359943,People
410710027,Graduate or professional degree,19.293145,People
410710027,High school graduate (includes equivalency),344.925717,People
410710027,Less than 9th grade,3.822998,People
410710027,"Some college, no degree",196.712673,People
410710028,"9th to 12th grade, no diploma",113.73634200000001,People
410710028,Associate's degree,77.043418,People
410710028,Bachelor's degree,120.84820200000001,People
410710028,Graduate or professional degree,35.753052,People
410710028,High school graduate (includes equivalency),293.42123000000004,People
410710028,Less than 9th grade,31.51141,People
410710028,"Some college, no degree",235.368364,People
