precinct,hh_type_1,hh_type_2,estimate,units
410050122,Cohabiting couple household:,With own children of the householder under 18 years,39.098732,Households
410050122,"Female householder, no spouse or partner present:",Living alone,95.896661,Households
410050122,"Female householder, no spouse or partner present:",With only nonrelatives present,4.414252,Households
410050122,"Female householder, no spouse or partner present:",With own children under 18 years,26.886792,Households
410050122,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",66.296673,Households
410050122,"Male householder, no spouse or partner present:",Living alone,73.325275,Households
410050122,"Male householder, no spouse or partner present:",With only nonrelatives present,10.485714,Households
410050122,"Male householder, no spouse or partner present:",With own children under 18 years,23.698733999999998,Households
410050122,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",10.376909,Households
410050122,Married-couple household:,With no own children under 18 years,382.637162,Households
410050122,Married-couple household:,With own children under 18 years,260.48457599999995,Households
410050124,Cohabiting couple household:,With no own children of the householder under 18 years,17.041669,Households
410050124,Cohabiting couple household:,With own children of the householder under 18 years,18.649484,Households
410050124,"Female householder, no spouse or partner present:",Living alone,78.817883,Households
410050124,"Female householder, no spouse or partner present:",With only nonrelatives present,2.046053,Households
410050124,"Female householder, no spouse or partner present:",With own children under 18 years,23.061734,Households
410050124,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",42.286857000000005,Households
410050124,"Male householder, no spouse or partner present:",Living alone,68.169124,Households
410050124,"Male householder, no spouse or partner present:",With only nonrelatives present,7.633361000000001,Households
410050124,"Male householder, no spouse or partner present:",With own children under 18 years,8.304133,Households
410050124,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",11.482932,Households
